Club ID,Club,Terminal ID,Terminal Priority,Club's Players,Clubs' Rounds,Terminal's Players,Terminal's Rounds,Terminal Type,Ownership Type,Operating System,Modem Type,Mobile Number,Connectivity Type,Card Reader Type,Date of First Use,Terminal Distribution Date,Current Date,Terminal Age,Monthly Working Days,Estimated Online Hours (10hr/day),Actual Offline Hours (10hr/day),Total Offline Hours (10hr/day),Terminal Priority Weight,Club Priority Weight,Terminal Priority Rank,Club Priority Rank
224,SHELLEY POINT CC AND SPA,5300000415,100,59,1858,103,879,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,30.01.2014,18.10.2016,13.01.2021,6 year(s) 11 month(s),366,3660,216.32,216.32,0%,0%,409,379
225,STELLENBOSCH GOLF CLUB,5300000660,100,1577,38313,771,4066,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,06.11.2018,06.11.2018,13.01.2021,2 year(s) 2 month(s),366,3660,48.02,48.02,0.01%,0.01%,14,17
226,SPRINGBOK GOLF CLUB,5300000561,100,81,1353,56,729,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club,Magtek 21040108,24.08.2017,24.08.2017,13.01.2021,3 year(s) 4 month(s),157,1570,926.93,2272.47,0%,0%,369,339
227,SWELLENDAM GOLF CLUB,5300000358,100,203,3526,288,4113,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3772,726237115,Vodacom,Partner MSR213U,09.12.2016,07.10.2020,13.01.2021,4 year(s) 1 month(s),366,3660,1508.64,1508.64,0%,0%,244,218
228,THEEWATERSKLOOF GOLF CLUB,5300000025,100,223,3981,294,1526,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,25.05.2015,14.08.2020,13.01.2021,5 year(s) 7 month(s),366,3660,1109.67,1109.67,0%,0%,265,238
229,VREDENBURG GOLF CLUB,5300000146,100,119,2469,269,3138,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,21.08.2017,18.10.2018,13.01.2021,3 year(s) 4 month(s),366,3660,1273.48,1273.48,0%,0%,322,293
230,VREDENDAL GOLF CLUB,5300000243,100,88,1425,93,1409,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,N/A,N/A,Club Internet,Champtek MR800,13.02.2013,06.10.2016,13.01.2021,7 year(s) 11 month(s),366,3660,1788.62,1788.62,0%,0%,321,292
231,WELLINGTON GOLF CLUB,5300000155,100,369,9287,581,3552,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,22.02.2017,16.05.2018,13.01.2021,3 year(s) 10 month(s),366,3660,1325.86,1325.86,0%,0%,151,134
232,WORCESTER GOLF CLUB,5300000458,100,630,10002,127,383,MSI AP190,HNA,64 bit Windows 8.1,None,N/A,Club Internet,Huawei E153,03.02.2015,03.02.2015,13.01.2021,5 year(s) 11 month(s),262,2620,1743.29,2453.59,0%,0%,110,99
233,XAMARIN GOLF & COUNTRY CLUB,5300000245,100,46,577,54,1016,Dell 3050,Club,64 bit Windows 10 Pro,N/A,N/A,Club Internet ,Gigatek MSR250HK,21.11.2019,21.11.2019,13.01.2021,1 year(s) 1 month(s),105,1050,673.66,2275.12,0%,0%,412,382
235,BLACK MOUNTAIN GOLF CLUB,5300000170,100,101,1067,67,709,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726237954,Vodacom,Magtek 21040108,11.08.2016,25.05.2017,13.01.2021,4 year(s) 5 month(s),105,1050,769.8,2689.53,0%,0%,380,350
236,KLEINZEE GOLF CLUB,5300000443,100,17,114,0,0,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Partner MSR213U,20.02.2013,19.07.2017,13.01.2021,7 year(s) 10 month(s),0,0,0,3660,0%,0%,445,414
238,ALIWAL NORTH GOLF CLUB,5300000165,100,78,1575,132,2487,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Magtek 21040108,23.01.2014,29.03.2018,13.01.2021,6 year(s) 11 month(s),105,1050,485.19,1920.75,0%,0%,392,362
239,BARKLY EAST GOLF CLUB,5300000567,100,35,135,9,41,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,Vodafone K3565 Rev 2,726230873,Vodacom,Champtek MR800,02.09.2013,02.09.2013,13.01.2021,7 year(s) 4 month(s),157,1570,1550.41,3635.49,0%,0%,368,338
240,BURGERSDORP GOLF CLUB,5300000264,100,55,252,18,98,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,Vodafone K3565 Rev 2,726238503,Vodacom,Champtek MR800,15.09.2016,15.09.2016,13.01.2021,4 year(s) 3 month(s),52,520,410.87,3144.68,0%,0%,429,398
243,DORDRECHT GOLF CLUB,5300000079,100,65,375,32,172,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726237948,Vodacom,Gigatek MSR250HK,01.03.2019,01.03.2019,13.01.2021,1 year(s) 10 month(s),105,1050,891.6,3243.07,0%,0%,396,366
244,EAST LONDON GOLF CLUB,5300000081,100,829,25056,558,2886,DELL 3050,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Magtek 21040108,17.04.2019,17.04.2019,13.01.2021,1 year(s) 8 month(s),366,3660,697.75,697.75,0%,0%,47,45
245,ELLIOT GOLF CLUB,5300000707,100,20,531,13,113,Mecer X22S,Club,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,15.12.2017,15.12.2017,13.01.2021,3 year(s) 0 month(s),366,3660,3012.22,3012.22,0%,0%,272,245
246,GONUBIE GOLF CLUB,5300000331,100,167,4142,247,5320,Dell 3050,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,20.12.2019,20.12.2019,13.01.2021,1 year(s) 0 month(s),366,3660,1739.48,1739.48,0%,0%,221,201
248,KATBERG ECO GOLF ESTATE,5300000074,100,71,2394,140,577,Mecer X22S,HNA,64bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,14.06.2016,03.11.2020,13.01.2021,4 year(s) 6 month(s),209,2090,617.68,1242.24,0%,0%,372,342
249,KEI MOUTH GOLF CLUB,5300000413,100,126,1986,142,2464,MSI AP190,,64 bit Windows 8.1,None,N/A,Club Internet,Champtek MR800,22.07.2015,22.07.2015,13.01.2021,5 year(s) 5 month(s),314,3140,1732.15,2041.78,0%,0%,298,270
250,KING WILLIAMSTOWN GC,5300000115,100,19,282,23,484,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,Vodafone K3565 Rev 2,726237922,Vodacom,Champtek MR800,20.02.2013,20.02.2013,13.01.2021,7 year(s) 10 month(s),157,1570,1111.94,2630.47,0%,0%,398,368
251,KOMGA GOLF CLUB,5300000431,100,51,77,2,6,Dell 3050,HNA,64 bit Windows 10 Pro,Vodafone K3565 Rev 2,726230894,Vodacom,Magtek 21040108,01.12.2020,01.12.2020,13.01.2021,0 year(s) 1 month(s),0,0,0,3518.06,0%,0%,442,411
253,MACLEAR GOLF CLUB,5300000717,100,45,288,16,35,Mecer X22S,Club,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,01.10.2018,01.10.2018,13.01.2021,2 year(s) 3 month(s),366,3660,3652.86,3652.86,0%,0%,211,191
256,QUEENSTOWN GOLF CLUB,5300000383,100,180,2006,107,2170,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,13.07.2016,28.08.2019,13.01.2021,4 year(s) 6 month(s),366,3660,1385,1385,0%,0%,301,273
258,STUTTERHEIM COUNTRY CLUB,5300000403,100,73,906,96,648,Dell 3050,HNA,64 bit Windows 10 Pro,N/A,N/A,Club Internet,Gigatek MSR250HK,20.12.2019,20.12.2019,13.01.2021,1 year(s) 0 month(s),366,3660,2782.76,2782.76,0%,0%,266,239
259,WEST BANK GOLF CLUB,5300000390,100,169,6515,302,1472,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,22.03.2019,22.03.2019,13.01.2021,1 year(s) 9 month(s),366,3660,1919.29,1919.29,0%,0%,177,159
260,Mthatha Country Club,5300000241,100,41,1293,27,758,Mecer X22S,HNA,64 bit Windows 10 Home,Huawei E3131,726237316,Vodacom,Partner MSR213U,19.07.2017,19.07.2017,13.01.2021,3 year(s) 5 month(s),0,0,0,2338.75,0%,0%,436,405
261,ADELAIDE GOLF CLUB,5300000027,100,25,194,26,115,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,Vodafone K3565 Rev 2,726230734,Vodacom,Champtek MR800,24.11.2014,21.06.2016,13.01.2021,6 year(s) 1 month(s),105,1050,992.62,3514.92,0%,0%,404,374
262,ALEXANDRIA GOLF CLUB,5300000028,100,57,700,36,290,MSI Windtop 2021,HNA,64bit Windows 7 Home Premium,None,N/A,Club Internet,Partner MSR213U,27.06.2014,12.05.2017,13.01.2021,6 year(s) 6 month(s),366,3660,3512.21,3512.21,0%,0%,203,186
263,BEDFORD GOLF CLUB,5300000157,100,68,452,29,354,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,15.09.2016,17.10.2019,13.01.2021,4 year(s) 3 month(s),105,1050,881.27,3428.22,0%,0%,394,364
265,CRADOCK GOLF CLUB,5300000302,100,114,2367,118,2170,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726230875,Vodacom,Partner MSR213U,22.03.2018,05.08.2019,13.01.2021,2 year(s) 9 month(s),366,3660,2346.54,2346.54,0%,0%,237,213
266,Fynbos Golf Club (Pty) Ltd,5300000610,100,72,2682,132,1737,Asus Screen & NUC7CJYH,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Magtek 21040108,23.12.2020,23.12.2020,13.01.2021,0 year(s) 0 month(s),366,3660,1819.4,1819.4,0%,0%,295,267
268,FORT BEAUFORT GOLF CLUB,5300000469,100,37,478,43,667,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,21.07.2014,21.06.2016,13.01.2021,6 year(s) 5 month(s),0,0,0,1255.05,0%,0%,441,410
269,GRAAFF-REINET GOLF CLUB,5300000267,100,120,2986,153,3538,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,04.08.2016,15.11.2019,13.01.2021,4 year(s) 5 month(s),366,3660,1637.39,1637.39,0%,0%,284,256
270,THE BELMONT GOLF CLUB,5300000197,100,204,4753,138,496,MSI AP190,HNA,64 bit Windows 8.1,None,N/A,Club Internet,Gigatek MSR250HK,20.08.2015,19.12.2019,13.01.2021,5 year(s) 4 month(s),209,2090,1420.15,2627.24,0%,0%,217,197
271,HANKEY GOLF CLUB,5300000029,100,169,2236,345,2173,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,30.01.2017,25.01.2018,13.01.2021,3 year(s) 11 month(s),366,3660,1583.8,1583.8,0%,0%,288,260
272,HUMEWOOD GOLF CLUB,5300000030,100,614,18176,279,1139,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,27.03.2019,27.03.2019,13.01.2021,1 year(s) 9 month(s),366,3660,2113.69,2113.69,0%,0%,69,67
273,JEFFREYS BAY GOLF CLUB,5300000295,100,224,5933,279,3506,HP Compaq Elite 8300,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Magtek  21040108,21.11.2019,21.11.2019,13.01.2021,1 year(s) 1 month(s),366,3660,1470.06,1470.06,0%,0%,185,168
274,KIRKWOOD GOLF CLUB,5300000211,100,102,1269,65,527,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,14.10.2016,14.10.2016,13.01.2021,4 year(s) 2 month(s),366,3660,1835.06,1835.06,0%,0%,319,290
275,Kragga Kamma Country Club,5300000042,100,56,1253,41,407,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,08.09.2017,08.09.2017,13.01.2021,3 year(s) 4 month(s),366,3660,3068.49,3068.49,0%,0%,228,207
276,LANGKLOOF GOLF CLUB,5300000217,100,77,798,41,256,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,09.06.2017,07.11.2019,13.01.2021,3 year(s) 7 month(s),314,3140,2380.43,2764.03,0%,0%,296,268
277,PORT ELIZABETH GOLF CLUB,5300000088,100,658,23024,499,4139,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,19.03.2019,19.03.2019,13.01.2021,1 year(s) 9 month(s),366,3660,1430.64,1430.64,0%,0%,51,48
278,ROYAL PORT ALFRED,5300000273,100,623,16634,512,5376,Dell 3050,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,31.12.2019,31.12.2019,13.01.2021,1 year(s) 0 month(s),314,3140,217.36,252.74,0%,0%,102,93
279,SHARK RIVER GOLF CLUB,5300000162,100,128,1077,111,1023,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726230603,Vodacom,Magtek 21040108,14.03.2018,10.07.2019,13.01.2021,2 year(s) 9 month(s),366,3660,2904.29,2904.29,0%,0%,220,200
280,SOMERSET EAST GOLF CLUB,5300000502,100,68,709,46,245,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,24.08.2016,27.11.2020,13.01.2021,4 year(s) 4 month(s),366,3660,2301.72,2301.72,0%,0%,305,276
281,ST FRANCIS BAY GOLF CLUB,5300000161,100,340,12790,399,1541,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Parnter MSR213U,18.10.2016,06.02.2020,13.01.2021,4 year(s) 2 month(s),366,3660,1743.31,1743.31,0%,0%,116,104
282,ST FRANCIS LINKS GOLF CLUB,5300000468,100,361,10679,89,223,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,17.08.2016,20.01.2020,13.01.2021,4 year(s) 4 month(s),366,3660,2961.47,2961.47,0%,0%,106,96
283,UITENHAGE GOLF CLUB,5300000354,100,231,4843,131,1279,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,15.08.2016,14.07.2020,13.01.2021,4 year(s) 4 month(s),366,3660,1402.3,1402.3,0%,0%,200,183
284,WALMER COUNTRY CLUB,5300000148,100,53,517,13,39,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,18.10.2016,12.02.2020,13.01.2021,4 year(s) 2 month(s),314,3140,3056.38,3571.61,0%,0%,261,234
285,WALMER GOLF CLUB,5300000396,100,909,13135,270,1181,Lenovo M810Z,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Gigatek MSR250HK,20.08.2019,20.08.2019,13.01.2021,1 year(s) 4 month(s),366,3660,2013.02,2013.02,0%,0%,72,70
286,ZWARTENBOSCH GOLF CLUB,5300000151,100,76,1380,65,292,Dell 3050,HNA,64 bit Windows 10 Pro,Vodafone K3565 rev 2,726230655,HNA Modem,Gigatek MSR250HK,23.03.2020,23.03.2020,13.01.2021,0 year(s) 9 month(s),366,3660,3475.4,3475.4,0%,0%,192,175
287,BALKFONTEIN GOLF CLUB,5300000066,100,40,103,14,95,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,16.08.2018,16.08.2018,13.01.2021,2 year(s) 4 month(s),157,1570,1178.3,2724.28,0%,0%,389,359
289,BETHLEHEM GOLF CLUB,5300000318,100,245,4969,132,683,MSI AP190,,64 bit Windows 8.1,MTN E153,726237570,MTN,Magtek 21040108,12.05.2015,12.05.2015,13.01.2021,5 year(s) 8 month(s),366,3660,1311.48,1311.48,0%,0%,198,181
290,BETHULIE GOLF CLUB,5300000097,100,15,81,20,168,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,Vodafone K3565 Rev 2,726263972,Vodacom,Magtek 21040108,16.07.2014,19.07.2017,13.01.2021,6 year(s) 5 month(s),105,1050,974.88,3584.88,0%,0%,414,383
292,BLOEMFONTEIN GOLF CLUB,5300000261,100,417,11419,365,2459,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,13.07.2017,23.10.2019,13.01.2021,3 year(s) 6 month(s),366,3660,834.84,834.84,0%,0%,144,129
293,BOTHAVILLE GOLF CLUB,5300000472,100,88,623,48,1305,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,24.07.2014,15.06.2017,13.01.2021,6 year(s) 5 month(s),157,1570,620.14,1543.48,0%,0%,401,371
294,BRANDFORT GOLF CLUB,5300000732,100,56,91,2,22,MSI WINDTOP 1941,HNA,32 bit Windows 7 Home Basic SP1,N/A,N/A,Club Internet,Partner MSR213U,01.01.2010,26.04.2019,13.01.2021,11 year(s) 0 month(s),366,3660,3603.86,3603.86,0%,0%,218,198
295,BULTFONTEIN GOLF CLUB,5300000172,100,73,305,26,125,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726237723,Vodacom,Magtek 21040108,27.09.2018,27.09.2018,13.01.2021,2 year(s) 3 month(s),105,1050,982.61,3324.08,0%,0%,386,356
296,CLARENS GOLF CLUB,5300000059,100,110,4705,128,346,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,06.08.2013,06.08.2013,13.01.2021,7 year(s) 5 month(s),0,0,0,1901.41,0%,0%,355,325
297,CLOCOLAN GOLF CLUB,5300000104,100,77,496,53,325,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,24.11.2017,24.11.2017,13.01.2021,3 year(s) 1 month(s),314,3140,2255.35,2608.28,0%,0%,312,283
299,DEWETSDORP GOLF CLUB,5300000258,100,140,442,36,119,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Magtek 21040108,28.07.2014,15.02.2017,13.01.2021,6 year(s) 5 month(s),314,3140,2679.51,3149.51,0%,0%,256,229
302,FICKSBURG GOLF CLUB,5300000108,100,119,877,65,324,MSI Windtop 1941,HNA,32 bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Magtek 21040108,18.11.2013,14.12.2017,13.01.2021,7 year(s) 1 month(s),314,3140,2524.44,2937.49,0%,0%,269,242
303,FRANKFORT GOLF CLUB,5300000109,100,83,385,37,244,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,20.05.2016,15.08.2019,13.01.2021,4 year(s) 7 month(s),52,520,342.08,3031.1,0%,0%,422,391
305,HARRISMITH COUNTRY CLUB,5300000185,100,144,2478,160,1730,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,10.10.2016,01.10.2019,13.01.2021,4 year(s) 3 month(s),53,530,126.2,1433.22,0%,0%,379,349
306,HARTSWATER GOLF CLUB,5300000439,100,81,1729,77,1387,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,30.11.2016,17.10.2019,13.01.2021,4 year(s) 1 month(s),105,1050,404.06,1764.7,0%,0%,395,365
307,HEILBRON GOLF CLUB,5300000202,100,114,884,95,1187,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,19.07.2017,20.10.2017,13.01.2021,3 year(s) 5 month(s),314,3140,1134.16,1373.83,0%,0%,359,329
309,HOOPSTAD GOLF CLUB,5300000205,100,76,940,98,287,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726236151,Vodacom,Partner MSR213U,13.07.2016,12.05.2017,13.01.2021,4 year(s) 6 month(s),105,1050,993.55,3517.72,0%,0%,378,348
310,JACOBSDAL GOLF CLUB,5300000112,100,29,689,17,106,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726237768,Vodacom,Gigatek MSR250HK,30.05.2018,30.05.2018,13.01.2021,2 year(s) 7 month(s),105,1050,460.27,1781.54,0%,0%,426,395
312,JAN KEMP GOLF CLUB,5300000207,100,88,1243,71,733,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,01.11.2016,01.11.2016,13.01.2021,4 year(s) 2 month(s),105,1050,886.09,3416.13,0%,0%,374,344
313,KESTELL COUNTRY CLUB,5300000114,100,15,116,0,0,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,N/A,N/A,Club Internet,Magtek 21040108,20.09.2013,07.06.2017,13.01.2021,7 year(s) 3 month(s),314,3140,3140,3660,0%,0%,277,249
314,KIMBERLEY GOLF CLUB,5300000078,50,296,10383,154,1574,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,01.09.2016,18.12.2018,13.01.2021,4 year(s) 4 month(s),314,3140,616.91,719.44,0%,0%,161,143
315,KOFFIEFONTEIN GOLF CLUB,5300000213,100,55,711,24,110,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726237880,Vodacom,Magtek 21040108,06.09.2016,25.10.2018,13.01.2021,4 year(s) 4 month(s),105,1050,810.3,2913.92,0%,0%,397,367
316,KROONSTAD COUNTRY CLUB,5300000083,100,167,3096,114,1218,MSI AP190,HNA,64 bit Windows 8.1,None,N/A,Club Internet,Champtek MR800,16.09.2015,16.09.2015,13.01.2021,5 year(s) 3 month(s),314,3140,1401.35,1638.86,0%,0%,282,254
317,KURUMAN GOLF CLUB,5300000618,100,75,1467,50,800,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,27.02.2013,27.02.2013,13.01.2021,7 year(s) 10 month(s),209,2090,691.9,1244.06,0%,0%,383,353
318,LADYBRAND SPORTS CLUB,5300000075,100,61,1172,73,841,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,01.06.2017,01.06.2017,13.01.2021,3 year(s) 7 month(s),366,3660,2034.91,2034.91,0%,0%,320,291
319,LIME ACRES GOLF CLUB,5300000427,100,61,1537,94,1681,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,17.08.2016,23.08.2019,13.01.2021,4 year(s) 4 month(s),314,3140,366.64,458.07,0%,0%,406,376
321,MAGERSFONTEIN MEMORIAL GC,5300000221,100,145,2862,144,886,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,23.11.2017,31.05.2018,13.01.2021,3 year(s) 1 month(s),262,2620,1849.38,2563.69,0%,0%,263,236
322,MARQUARD GOLF CLUB,5300000076,100,108,611,36,273,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,04.05.2016,25.02.2020,13.01.2021,4 year(s) 8 month(s),52,520,294.21,2352.95,0%,0%,416,385
323,MASERU GOLF CLUB,5300000272,100,108,1041,55,889,MSI Windtop 1941,Club,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Magtek 21040108,24.04.2013,16.02.2017,13.01.2021,7 year(s) 8 month(s),0,0,0,1399.51,0%,0%,425,394
324,OPPENHEIMER PARK GOLF CLUB,5300000346,50,270,6803,192,1118,Lenovo M810Z,HNA,64 bit Windows 10 Pro,N/A,N/A,Club Internet,Gigatek MSR250HK,05.10.2018,05.10.2018,13.01.2021,2 year(s) 3 month(s),314,3140,104.42,124.36,0%,0%,249,222
325,PARYS GOLF CLUB,5300000348,100,556,7183,386,1442,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,19.01.2018,23.04.2019,13.01.2021,2 year(s) 11 month(s),0,0,0,2867.6,0%,0%,169,151
326,PETRUS STEYN GOLF CLUB,5300000498,100,35,127,0,0,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,Club Modem,N/A,Vodacom,Magtek 21040108,13.01.2014,22.03.2018,13.01.2021,7 year(s) 0 month(s),52,520,520,3651,0%,0%,432,401
327,REITZ GOLF CLUB,5300000379,100,59,538,50,362,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,Huawei E3131,726237807,Vodacom,Magtek 21040108,19.12.2013,23.01.2017,13.01.2021,7 year(s) 0 month(s),52,520,307.01,2619.52,0%,0%,428,397
329,SAND RIVER GOLF CLUB,5300000356,100,68,1391,72,1652,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726238431,Vodacom,Magtek 21040108,18.07.2010,18.07.2014,13.01.2021,10 year(s) 5 month(s),262,2620,1167.41,1642.01,0%,0%,360,330
330,SCHOEMAN PARK GOLF CLUB,5300000156,100,388,14198,295,1452,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Gigatek MSR250HK,29.06.2016,29.06.2016,13.01.2021,4 year(s) 6 month(s),366,3660,2820.73,2820.73,0%,0%,92,86
331,SENEKAL GOLF CLUB,5300000447,100,88,790,59,516,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Magtek 21040108,05.08.2014,25.11.2016,13.01.2021,6 year(s) 5 month(s),314,3140,2078.26,2498.26,0%,0%,315,286
332,Sishen Golf Club,5300000080,100,339,5992,95,423,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,01.09.2016,16.09.2020,13.01.2021,4 year(s) 4 month(s),366,3660,2624.62,2624.62,0%,0%,149,133
333,SMITHFIELD GOLF CLUB,5300000292,100,45,352,34,516,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Magtek 21040108,25.11.2014,07.04.2017,13.01.2021,6 year(s) 1 month(s),52,520,270.66,2634.4,0%,0%,437,406
335,TEMPE GOLF CLUB,5300000645,100,181,3182,204,2154,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,21.02.2017,21.02.2017,13.01.2021,3 year(s) 10 month(s),366,3660,1756.81,1756.81,0%,0%,238,214
338,VAAL DE GRACE GOLF ESTATE,5300000430,100,69,1943,308,1072,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,09.05.2017,09.05.2017,13.01.2021,3 year(s) 8 month(s),314,3140,2602.75,3064.94,0%,0%,252,225
339,VILJOENSKROON COUNTRY CLUB,5300000307,100,73,483,33,997,MSI AP190,,64 bit Windows 8.1,Vodafone K3565 Rev 2,726236389,Vodacom,Champtek MR800,09.07.2015,09.07.2015,13.01.2021,5 year(s) 6 month(s),157,1570,645.37,1574.71,0%,0%,405,375
340,VREDE GOLF CLUB,5300000646,100,90,824,49,417,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,19.07.2017,19.07.2017,13.01.2021,3 year(s) 5 month(s),366,3660,2834.98,2834.98,0%,0%,253,226
341,WESSELSBRON GOLF CLUB,5300000421,100,52,766,89,751,MSI AP190,HNA,64 bit Windows 8.1,N/A,N/A,Club Internet,Magtek 21040108,08.05.2015,06.06.2017,13.01.2021,5 year(s) 8 month(s),314,3140,1758.56,2090.68,0%,0%,347,318
343,WHITES GOLF CLUB,5300000063,100,29,105,11,31,MSI AP200,HNA,32bit Windows 8.1 Embedded ,Club Modem,N/A,Club Internet,Magtek 21040108,17.12.2015,15.12.2017,13.01.2021,5 year(s) 0 month(s),105,1050,931.42,3238.48,0%,0%,407,377
